index,PID,Tg
4444,P370187,-50
4445,P430342,66
4446,P432832,315
4447,P373245,220
4448,P392744,335
4449,P010103,21.14444444
4450,P090027,75.20471631
4451,P373549,142
4452,P434012,305
4453,P472012,-9.966666667
4454,P372197,209
4455,P370467,311
4456,P450064,-20.64913043
4457,P070710,20
4458,P432805,264
4459,P412268,26
4460,P030096,58.375
4461,P110056,25
4462,P433017,342
4463,P400373,189
4464,P433889,330
4465,P040164,22
4466,P373387,165
4467,P462203,65
4468,P512150,36
4469,P380157,32
4470,P402094,250
4471,P432498,178
4472,P114382,81
4473,P432470,320.5
4474,P432411,400
4475,P054499,69.4
4476,P090515,-54
4477,P332130,22.42857143
4478,P373923,21.43333333
4479,P020006,74
4480,P472029,-25.9
4481,P342100,-1
4482,P392040,150
4483,P470129,-55
4484,P432198,250
4485,P100079,135
4486,P462199,-40
4487,P432990,311
4488,P462249,190
4489,P342130,10
4490,P430393,278.4285714
4491,P020063,42
4492,P430149,293
4493,P432051,257.3333333
4494,P433464,252
4495,P432173,93
4496,P460007,260
4497,P100091,84
4498,P372064,16
4499,P020080,-20
4500,P433788,224
4501,P090052,-70.38333333
4502,P372315,233
4503,P370605,162
4504,P332027,121.6666667
4505,P370853,88.325
4506,P432357,189
4507,P430224,226
4508,P320016,181.65
4509,P070524,109
4510,P020010,47
4511,P100042,5
4512,P342175,23
4513,P402271,317
4514,P373692,25
4515,P470141,75
4516,P030158,165
4517,P382253,26.4
4518,P392548,94
4519,P130135,233
4520,P392135,54
4521,P322021,3.85
4522,P433016,217
4523,P370792,179
4524,P433168,299
4525,P372978,84
4526,P422060,190
4527,P040217,103.6839286
4528,P433799,238.5
4529,P370326,-4
4530,P100665,145
4531,P174326,5.425
4532,P070306,300
4533,P432261,222
4534,P330040,55
4535,P050023,-108
4536,P400245,272
4537,P370451,369
4538,P170047,-80
4539,P372836,113
4540,P373123,134
4541,P400103,293
4542,P372017,146
4543,P434005,323
4544,P432897,230
4545,P372026,242
4546,P433730,238.9
4547,P452050,117.3
4548,P330120,36.85
4549,P110185,134
4550,P410034,75
4551,P472163,41.7
4552,P432363,105
4553,P433489,420
4554,P373646,357
4555,P433361,291
4556,P430348,144
4557,P432150,27
4558,P070589,110
4559,P332184,125.1538462
4560,P432483,270
4561,P370688,192
4562,P433149,210
4563,P433666,179
4564,P472261,76
4565,P373613,271
4566,P090507,93
4567,P342172,29
4568,P373442,74
4569,P412216,59.6
4570,P392706,111
4571,P390401,227
4572,P402438,131.7
4573,P110071,32
4574,P130053,359.6
4575,P400107,287
4576,P372311,128
4577,P100105,75
4578,P390036,-12
4579,P370471,286
4580,P374092,148.8
4581,P030149,122
4582,P432737,232
4583,P040069,124.85
4584,P372306,247
4585,P370181,79
4586,P373341,199
4587,P402016,119
4588,P432739,236
4589,P040066,84.85
4590,P433820,197
4591,P370640,-6
4592,P432048,266
4593,P432985,253
4594,P452074,-18.5
4595,P070210,67
4596,P432888,59
4597,P382510,146
4598,P432129,310
4599,P432917,229
4600,P390252,117.7
4601,P070464,175
4602,P392128,68.66666667
4603,P410008,98
4604,P430133,321
4605,P342426,111.5714286
4606,P372725,-83
4607,P374158,256
4608,P130368,309.3891304
4609,P373068,103
4610,P382394,49
4611,P432898,259
4612,P430183,75
4613,P374136,319
4614,P322224,94
4615,P402278,125
4616,P170032,-25
4617,P402391,365
4618,P430507,167
4619,P342461,67
4620,P372687,130
4621,P392241,65
4622,P372831,230
4623,P432776,227
4624,P372400,80
4625,P342492,42.55
4626,P372673,163
4627,P310012,101.55
4628,P372587,226
4629,P433946,304
4630,P100643,96
4631,P432947,41.45
4632,P372971,83.5
4633,P150034,140.8
4634,P100134,140
4635,P432877,329
4636,P170035,95
4637,P090546,30
4638,P370636,286.6666667
4639,P452067,-23.83333333
4640,P372118,145
4641,P090227,48
4642,P434025,307
4643,P433949,135
4644,P030153,40
4645,P030180,127.5
4646,P450008,270
4647,P110103,74.1
4648,P370119,121.95
4649,P382533,107
4650,P374157,258
4651,P060001,-30.96111111
4652,P390220,148
4653,P372041,141
4654,P040073,58.08636364
4655,P522048,118
4656,P450046,117
4657,P430246,265.85
4658,P402331,202
4659,P432296,128.5
4660,P170009,-127.95
4661,P432110,308
4662,P432533,130
4663,P070631,-38.83333333
4664,P090139,16
4665,P094574,73
4666,P070718,50
4667,P044520,51
4668,P040145,-35
4669,P400105,286
4670,P432085,66
4671,P020131,87
4672,P100044,59
4673,P433030,223
4674,P373193,159.4714286
4675,P130345,317
4676,P460252,390
4677,P340037,72.425
4678,P433888,216
4679,P040035,-50
4680,P382411,151.2
4681,P020189,141.8083333
4682,P432301,86
4683,P332054,135
4684,P433761,188
4685,P380096,45
4686,P382347,45
4687,P180035,2
4688,P044251,125.25
4689,P160057,320.2625
4690,P512024,38
4691,P373102,111
4692,P010026,75
4693,P430083,298
4694,P433418,230
4695,P462631,110
4696,P462583,169.2
4697,P342491,43.55
4698,P412176,136
4699,P372545,46
4700,P432878,169.5
4701,P373517,117
4702,P020096,66
4703,P090568,84
4704,P170073,-4.32375
4705,P432843,181
4706,P432847,244
4707,P433363,301
4708,P130008,400
4709,P432400,265
4710,P020061,120.628125
4711,P390250,96.7
4712,P332048,36
4713,P372144,202
4714,P110057,-2
4715,P372703,-93
4716,P430242,200
4717,P433903,324
4718,P030069,62.5
4719,P500037,88.2
4720,P402212,150
4721,P390193,315
4722,P070488,230
4723,P472134,40.6
4724,P332294,-37
4725,P322170,165
4726,P430177,217
4727,P372149,130
4728,P432499,178
4729,P044350,110
4730,P432689,225
4731,P020152,134.8136364
4732,P373614,296
4733,P512065,190
4734,P074265,225
4735,P402347,31.29
4736,P030101,62.5
4737,P452002,124
4738,P382203,178
4739,P433795,292
4740,P074272,246
4741,P372027,297
4742,P432064,72
4743,P392102,180
4744,P472103,-4.15
4745,P470114,72
4746,P392072,19.462
4747,P090259,-34.7
4748,P322005,54.79
4749,P450017,251.5
4750,P392244,147
4751,P370355,245
4752,P070649,352.85
4753,P370686,230.4
4754,P433215,269
4755,P180009,-84
4756,P434086,236
4757,P462093,-33.15
4758,P372515,195
4759,P372600,147.525
4760,P332019,40
4761,P433391,229
4762,P010098,-109.5
4763,P370410,236
4764,P160052,375.85
4765,P382208,228
4766,P372550,92
4767,P462278,215
4768,P460139,252
4769,P373355,110
4770,P432574,281
4771,P030092,-1
4772,P370360,205
4773,P433387,224
4774,P382209,272
4775,P094341,74
4776,P432213,130
4777,P370709,162
4778,P372391,64
4779,P372172,25
4780,P472057,9.2
4781,P074488,167
4782,P372169,166.3
4783,P342507,145
4784,P030136,73.78333333
4785,P070458,236.5
4786,P050004,-12.025
4787,P160089,193
4788,P372161,114
4789,P402226,284
4790,P433219,298
4791,P372935,4
4792,P374089,77.2
4793,P432218,172
4794,P470030,16
4795,P010020,-58
4796,P392188,180
4797,P430500,290
4798,P433248,301.1
4799,P074314,176.5
4800,P382348,50
4801,P382584,102
4802,P432491,98
4803,P433208,223
4804,P433945,197
4805,P370520,17.85
4806,P433365,278
4807,P392225,46
4808,P330057,253
4809,P432083,98
4810,P170066,51.1625
4811,P433818,233
4812,P030098,103.5
4813,P370502,6.45
4814,P322015,15.85
4815,P382546,60
4816,P400247,203
4817,P040290,12.5
4818,P374214,308
4819,P070577,160
4820,P374081,308
4821,P432431,267
4822,P450057,34.43333333
4823,P074467,254.6666667
4824,P040299,113.3333333
4825,P452076,-6.25
4826,P090085,55.83125
4827,P433608,204.2
4828,P070361,234.85
4829,P432972,288
4830,P372640,228
4831,P392239,23
4832,P050019,58
4833,P373600,90
4834,P130140,127
4835,P100073,167.3333333
4836,P372365,273
4837,P430415,236
4838,P210044,160
4839,P100006,54
4840,P372357,129
4841,P430200,265.6
4842,P100090,103
4843,P373190,56.85
4844,P392099,96
4845,P070080,222.5576923
4846,P450045,150
4847,P372796,129.85
4848,P500025,140
4849,P180020,-60
4850,P090014,-55.12
4851,P070127,-40
4852,P070731,259
4853,P372578,200
4854,P462280,147
4855,P372386,287
4856,P392113,44
4857,P392559,137
4858,P374044,260
4859,P433364,304
4860,P462377,188.8
4861,P462277,230
4862,P373713,345
4863,P110072,61
4864,P020009,67
4865,P400013,12
4866,P432099,209.5
4867,P402294,39
4868,P074476,329
4869,P373161,-18
4870,P392260,50
4871,P370397,127
4872,P342484,132
4873,P432165,189
4874,P373708,269
4875,P433621,116
4876,P070526,130
4877,P330050,200
4878,P433180,345
4879,P210047,180
4880,P090004,-34.225
4881,P040106,104.85
4882,P373308,215
4883,P373938,84
4884,P070337,93.925
4885,P372131,283
4886,P400278,240
4887,P040239,81.5
4888,P373602,80
4889,P030157,92
4890,P392213,62
4891,P432573,247
4892,P433689,358
4893,P434054,249
4894,P070504,-30.075
4895,P372933,7
4896,P402365,238
4897,P430087,263
4898,P040031,-39
4899,P070319,-50
4900,P430517,140
4901,P392132,46.33333333
4902,P432278,253
4903,P422032,198
4904,P432314,328
4905,P040051,75.0875
4906,P372367,251
4907,P373659,150
4908,P370650,66
4909,P373981,240
4910,P432570,87.14285714
4911,P433834,123
4912,P174325,15.16666667
4913,P433786,342
4914,P070666,157
4915,P430198,246
4916,P070274,95
4917,P433230,247
4918,P402287,216
4919,P342002,94
4920,P372667,238
4921,P462187,72
4922,P070422,126
4923,P372035,162
4924,P372133,305
4925,P430432,371
4926,P402302,72
4927,P433241,262
4928,P342134,110
4929,P040211,44
4930,P472216,20
4931,P512075,110
4932,P370840,239
4933,P373972,96.5
4934,P180031,19
4935,P372314,212
4936,P074480,300
4937,P090138,19.66666667
4938,P432945,90.35
4939,P330052,200
4940,P402014,232
4941,P460255,380
4942,P430022,217.6
4943,P430268,206
4944,P382598,118
4945,P070432,107
4946,P433733,225
4947,P373175,283
4948,P074403,219
4949,P390415,60.5
4950,P374057,185
4951,P432131,305
4952,P462097,-46
4953,P392041,230
4954,P094605,282
4955,P373487,163
4956,P020193,41.5
4957,P374048,185.7
4958,P372072,221
4959,P060007,4
4960,P382473,115.8
4961,P392723,240
4962,P332012,110
4963,P433618,129
4964,P373839,55.6
4965,P100312,85
4966,P432070,275
4967,P342364,70
4968,P070578,110
4969,P460050,-51.43333333
4970,P392741,287
4971,P433580,242
4972,P382283,60
4973,P370367,260
4974,P370035,135
4975,P080055,20.5
4976,P370627,305
4977,P430060,133
4978,P130033,273.2857143
4979,P372063,15
4980,P030078,36.625
4981,P370514,23.85
4982,P433096,220
4983,P370338,168
4984,P370415,180
4985,P342170,73
4986,P040036,-66.5
4987,P433160,320
4988,P382387,55
4989,P433042,248
4990,P432884,348
4991,P470117,71
4992,P044463,68
4993,P374088,41.33333333
4994,P402233,240
4995,P462318,128
4996,P010096,-83
4997,P370328,85
4998,P342209,65.5
4999,P402360,196
5000,P462628,279
5001,P373138,117
5002,P040155,157.19375
5003,P410013,178
5004,P392543,22
5005,P432366,179
5006,P482041,23
5007,P512022,46
5008,P430180,297
5009,P040207,-3
5010,P130153,286.3333333
5011,P433083,63
5012,P372523,163
5013,P070586,160
5014,P402332,208
5015,P452033,201.7
5016,P432968,178
5017,P430107,253
5018,P432673,224
5019,P472266,-48
5020,P370171,104
5021,P020104,98
5022,P372247,22
5023,P433597,172.5
5024,P373302,225
5025,P462256,180
5026,P070523,129.5
5027,P382212,255
5028,P372532,210
5029,P402217,40
5030,P432428,219
5031,P433006,278.5
5032,P433793,215
5033,P460131,-82
5034,P432337,263
5035,P400267,284
5036,P512060,34
5037,P432773,213
5038,P432189,273.5
5039,P372056,-8
5040,P342295,93.925
5041,P432283,234
5042,P412117,137
5043,P372665,215
5044,P412179,121
5045,P370012,194
5046,P432342,242
5047,P114563,90
5048,P433366,299
5049,P432161,71
5050,P462432,178
5051,P370402,84
5052,P372369,263
5053,P412006,30
5054,P462376,109.4
5055,P370770,108
5056,P432288,182
5057,P210013,205
5058,P040049,66.67861702
5059,P392720,221
5060,P342516,41
5061,P322165,57
5062,P432516,132
5063,P433343,254.4
5064,P390238,148
5065,P020007,97
5066,P432997,342
5067,P452058,49.5
5068,P452027,125
5069,P392566,141
5070,P090049,-50
5071,P372663,-38
5072,P382256,129
5073,P040055,101.7370968
5074,P462549,152
5075,P342116,109
5076,P373485,148
5077,P432333,170
5078,P430172,216
5079,P342005,97
5080,P110088,95
5081,P433406,360
5082,P472095,57.85
5083,P170081,-1
5084,P372934,16
5085,P020148,126
5086,P430346,112
5087,P430491,303
5088,P432183,258
5089,P074260,220.5
5090,P382420,136
5091,P110092,71
5092,P312042,164
5093,P050038,77
5094,P450063,50.9
5095,P382532,194.6
5096,P462552,145
5097,P340017,-41.1
5098,P164457,319
5099,P432833,360
5100,P100101,78.88
5101,P370453,334
5102,P010008,51.08846154
5103,P470032,10
5104,P392808,-16.76666667
5105,P374138,180.5
5106,P450026,79.5
5107,P020026,45
5108,P100133,146.5
5109,P180043,-21
5110,P450042,227.5
5111,P433393,194
5112,P433485,342
5113,P430321,285
5114,P373417,104.5
5115,P430132,171.5916667
5116,P070736,223
5117,P372668,241
5118,P430088,277
5119,P090039,203.1416667
5120,P040271,47.85
5121,P382416,142
5122,P432192,250
5123,P070492,200
5124,P380095,-53
5125,P370424,212
5126,P130123,202.6170213
5127,P030144,90
5128,P462123,45
5129,P373280,133.5
5130,P342375,57
5131,P100109,100
5132,P390052,135
5133,P372396,45
5134,P433826,198.94
5135,P432401,230
5136,P370595,51
5137,P402167,315
5138,P402280,96
5139,P462090,89.7
5140,P433785,385
5141,P174332,-73.3
5142,P342223,19
5143,P470042,-90
5144,P090015,-22
5145,P130077,312.6
5146,P432844,155
5147,P130010,135
5148,P340016,59.85
5149,P342150,35
5150,P472127,-37
5151,P470132,30
5152,P390203,226
5153,P392646,50.6
5154,P074262,245
5155,P030102,46
5156,P020070,43
5157,P372331,107
5158,P430269,203
5159,P130370,316
5160,P432044,208
5161,P433622,129
5162,P380140,47.26666667
5163,P402249,241
5164,P374073,109
5165,P472262,73
5166,P074354,14.95
5167,P400234,20
5168,P512118,110
5169,P432479,286
5170,P450018,217
5171,P030133,120
5172,P100023,49
5173,P462513,-59
5174,P100161,163
5175,P452003,136
5176,P432096,217
5177,P090632,42
5178,P452010,142
5179,P030068,80
5180,P432092,283.5
5181,P342138,110
5182,P400354,92
5183,P433775,242
5184,P372979,62
5185,P462438,216.42
5186,P020137,80
5187,P342099,16
5188,P460190,-18
5189,P460178,49
5190,P020060,180
5191,P372150,144
5192,P170004,52
5193,P462134,106
5194,P050034,-17
5195,P332036,77
5196,P432052,283
5197,P433240,228
5198,P090187,-26.33333333
5199,P373980,212
5200,P370687,237.1
5201,P100666,96
5202,P432252,275
5203,P050002,66.53656514
5204,P434109,237
5205,P090637,158
5206,P110098,40
5207,P432022,285
5208,P080124,62
5209,P130160,365
5210,P070335,-68
5211,P090051,-67.70882353
5212,P350004,-18
5213,P070404,175
5214,P070725,250
5215,P450013,60
5216,P372392,76
5217,P402231,235
5218,P433495,456
5219,P130180,250.9625
5220,P100299,123
5221,P372639,255
5222,P130106,285.85
5223,P332380,71.85
5224,P174331,55.45
5225,P432174,67
5226,P060002,-53.20475806
5227,P372210,10
5228,P470133,48
5229,P330054,150
5230,P372427,153.3333333
5231,P040273,131.85
5232,P432760,213
5233,P020177,121
5234,P392208,33
5235,P090437,-36.5
5236,P433540,283
5237,P164456,359
5238,P020059,0
5239,P402290,247
5240,P412116,147
5241,P382468,77
5242,P432943,141.15
5243,P372634,197
5244,P150040,179
5245,P373344,254
5246,P432518,116
5247,P430077,58
5248,P432226,220
5249,P374177,67
5250,P372165,46
5251,P370350,223
5252,P020086,114
5253,P332150,-48.35
5254,P470046,-131.15
5255,P433712,266.5
5256,P020113,86
5257,P040253,183
5258,P330002,25
5259,P434098,224
5260,P100126,274.6666667
5261,P450066,10
5262,P020011,78
5263,P090143,65
5264,P180025,-78
5265,P322022,-1.15
5266,P372111,117
5267,P110068,52
5268,P372033,198
5269,P040270,82.85
5270,P030192,134.6666667
5271,P450021,232
5272,P370749,202
5273,P050035,-35
5274,P070642,334
5275,P392242,42
5276,P342493,19.4
5277,P074489,195
5278,P370411,259
5279,P373339,201
5280,P120038,50
5281,P342511,109
5282,P452066,14.5
5283,P100289,85
5284,P100627,175
5285,P392203,75
5286,P342257,37
5287,P392114,30
5288,P090572,80
5289,P390006,185
5290,P433239,295
5291,P040175,-40
5292,P512070,198
5293,P382296,119
5294,P030108,76
5295,P090573,190
5296,P170037,90
5297,P392644,94.85
5298,P433484,347.5
5299,P402299,7.5
5300,P434052,103
5301,P074406,232
5302,P382388,37
5303,P430128,192
5304,P430081,343
5305,P370354,272
5306,P373583,60
5307,P433547,180
5308,P512029,259.5
5309,P452077,67.14
5310,P373187,139.85
5311,P392039,181
5312,P340023,32.5
5313,P432461,178
5314,P432678,263
5315,P070600,345
5316,P372417,31
5317,P432490,122
5318,P340091,15
5319,P433773,244
5320,P370045,192.6666667
5321,P433505,266
5322,P433765,295
5323,P450038,234.2125
5324,P370407,263
5325,P433763,148
5326,P402447,239
5327,P373606,62
5328,P373222,310
5329,P510056,194
5330,P412164,29.85
5331,P430017,89
5332,P460065,-71.4
5333,P130222,227
5334,P370353,161
5335,P433022,132
5336,P373483,163
5337,P210019,160
5338,P070502,120
5339,P402150,94.9395
5340,P372440,95
5341,P373423,49
5342,P374115,269
5343,P370710,227
5344,P020018,130
5345,P020121,165
5346,P034596,35
5347,P342112,29
5348,P070429,135
5349,P110123,-44
5350,P450062,82.4
5351,P020043,62.35
5352,P342420,46
5353,P450007,207
5354,P372494,252
5355,P440006,145
5356,P430102,270
5357,P074487,157
5358,P433890,312
5359,P094336,107
5360,P374200,148
5361,P433645,341
5362,P430251,297.425
5363,P433506,242
5364,P430234,233
5365,P372454,95
5366,P373892,147
5367,P392565,120
5368,P074286,276
5369,P020069,92.5
5370,P370165,119
5371,P450044,65
5372,P430098,258
5373,P020125,145
5374,P210020,90
5375,P433245,264.1
5376,P372502,230.6666667
5377,P030067,40
5378,P462329,-11.2
5379,P432116,287
5380,P390447,183
5381,P074369,85.67647059
5382,P462657,107
5383,P433642,357
5384,P462135,158
5385,P342495,58.85
5386,P462043,125
5387,P372062,-22
5388,P373678,98
5389,P392699,-27
5390,P432324,266.5
5391,P433121,309.75
5392,P432279,380
5393,P392158,45.66666667
5394,P432402,217
5395,P433005,290
5396,P462174,-40
5397,P090137,26
5398,P090005,-24.85804878
5399,P100059,140.3
5400,P432829,217
5401,P433103,215
5402,P164490,91
5403,P370518,40
5404,P373701,94
5405,P402050,193
5406,P322090,111.3557143
5407,P170030,-27
5408,P330046,215
5409,P450024,219
5410,P432144,211
5411,P090517,154
5412,P100163,85.42
5413,P392669,8
5414,P370472,286
5415,P130225,215
5416,P110093,84
5417,P342004,51.55
5418,P070381,20
5419,P130117,244
5420,P372437,126
5421,P400011,139
5422,P472189,47.5
5423,P370468,306.3333333
5424,P372205,35
5425,P074285,235
5426,P130207,265
5427,P040084,72.97333333
5428,P322187,105
5429,P400273,178
5430,P372436,150
5431,P030077,-4
5432,P342174,26
5433,P370312,233.4625
5434,P400114,-69
5435,P470029,31.4
5436,P110073,-60
5437,P130175,200
5438,P370431,222
5439,P434058,173
5440,P433084,30
5441,P150025,145.6666667
5442,P373863,144
5443,P400018,-7
5444,P322153,23
5445,P382137,79
5446,P049038,37
5447,P432151,249
5448,P342153,110
5449,P074439,168
5450,P330044,200
5451,P392571,-18
5452,P380154,54
5453,P020144,106
5454,P040157,41.85
5455,P432759,324
5456,P432179,262
5457,P392698,-38
5458,P372425,121
5459,P432282,260
5460,P452064,56.9
5461,P462121,18
5462,P030087,-10
5463,P432562,245.5
5464,P433828,187.285
5465,P342190,170
5466,P390217,94
5467,P074379,310
5468,P433108,205
5469,P370832,250
5470,P462127,52
5471,P100028,41
5472,P460229,37
5473,P372786,100
5474,P040261,27
5475,P370443,175
5476,P390007,170
5477,P402250,29
5478,P090093,-14.05
5479,P432317,262.5
5480,P074298,58
5481,P512034,170
5482,P080100,3
5483,P373386,135
5484,P373771,214
5485,P030139,64.95
5486,P370040,100
5487,P160093,55
5488,P074310,274
5489,P392222,6
5490,P340170,60.8
5491,P382389,30
5492,P372214,48
5493,P472257,56.8
5494,P432215,277.3333333
5495,P340089,15
5496,P432323,254.5
5497,P322223,109
5498,P392547,24
5499,P430316,289
5500,P372394,79
5501,P340159,50
5502,P373235,335
5503,P433937,230.9
5504,P070596,326
5505,P370712,151
5506,P402398,45.9
5507,P402364,307
5508,P373636,76
5509,P100005,51.55378788
5510,P372250,58
5511,P462491,200
5512,P432266,345
5513,P433352,249
5514,P372727,-96
5515,P370392,107
5516,P372349,39
5517,P040195,72
5518,P374055,133
5519,P130221,259
5520,P030104,44
5521,P034597,101.5
5522,P130251,221.925
5523,P170031,-117.394127
5524,P373173,287
5525,P472313,-28.2
5526,P402353,312
5527,P392211,66
5528,P432942,270
5529,P462428,179
5530,P430297,261
5531,P070285,105
5532,P100063,75
5533,P472040,49
5534,P100014,37.59705882
5535,P472059,-4.6
5536,P472169,52.8
5537,P430456,292
5538,P370651,56
5539,P010014,-63.215
5540,P372689,194
5541,P433646,342
5542,P382318,153
5543,P050029,-30
5544,P450039,208
5545,P070430,120
5546,P432194,250
5547,P373255,200
5548,P090147,267
5549,P130332,215
5550,P110039,36
5551,P382046,150
5552,P370368,296
5553,P430144,320
5554,P433503,226.2
5555,P434024,231
5556,P040204,13
5557,P432659,290
5558,P432790,224
5559,P432882,381
5560,P452035,273
5561,P372353,155
5562,P370438,122
5563,P392546,9
5564,P430123,328
5565,P392649,25
5566,P462104,-69
5567,P332337,12.5
5568,P372864,69
5569,P070310,363.08
5570,P370109,-30
5571,P373480,174
5572,P390257,-50
5573,P430165,57.925
5574,P382385,-55
5575,P373787,163.67
5576,P070648,0
5577,P340070,4.85
5578,P430515,278
5579,P070595,149
5580,P372429,169
5581,P373126,112
5582,P390233,43
5583,P430465,350
5584,P422028,150
5585,P130346,263
5586,P372837,107.25
5587,P430420,243
5588,P433815,280
5589,P094339,100
5590,P432531,61
5591,P433314,268.2
5592,P434103,237
5593,P040289,121.3333333
5594,P374172,-21
5595,P462233,278
5596,P372378,21
5597,P433020,274
5598,P402390,365
5599,P432902,202.7
5600,P432130,305
5601,P433392,186
5602,P432241,331
5603,P100800,133
5604,P340123,145
5605,P382593,111
5606,P430115,263
5607,P070331,-55.075
5608,P460120,398
5609,P450079,119
5610,P472309,132
5611,P432263,269.5
5612,P100058,104
5613,P432784,335
5614,P020120,135.85
5615,P402437,130.3
5616,P030195,11
5617,P164428,74
5618,P392098,112
5619,P030025,11.23333333
5620,P342081,74
5621,P322188,109
5622,P433703,265
5623,P433662,173
5624,P373767,28.25
5625,P392771,36.6
5626,P462439,236.055
5627,P110064,52
5628,P070364,352.85
5629,P432410,460
5630,P322114,-75
5631,P430256,246
5632,P070583,130
5633,P432987,275.5
5634,P070158,74
5635,P433127,331
5636,P392653,45
5637,P433657,123
5638,P110237,74
5639,P373479,162
5640,P100071,208
5641,P374207,264
5642,P390015,210
5643,P433859,110
5644,P430349,123.5
5645,P430116,275
5646,P370365,225
5647,P370493,273
5648,P372758,226
5649,P392732,232
5650,P472120,-69.7
5651,P030110,57.5
5652,P430010,294
5653,P433415,225
5654,P170083,-30
5655,P382350,79
5656,P433123,229
5657,P380109,-10
5658,P374162,82
5659,P340032,9
5660,P433378,209
5661,P074280,265
5662,P370806,256.5
5663,P433585,165
5664,P342699,108
5665,P452006,149
5666,P312005,-73.15
5667,P430390,222
5668,P070090,-83.1125
5669,P430371,322
5670,P432095,314
5671,P370656,75
5672,P432153,105
5673,P430418,260
5674,P412210,27
5675,P433652,223
5676,P390332,49
5677,P462493,101
5678,P392153,46
5679,P382472,118.6
5680,P134429,259
5681,P390008,133
5682,P392535,68
5683,P433639,371
5684,P130110,264
5685,P434093,278
5686,P342496,29.9
5687,P430096,238
5688,P372060,-20
5689,P370758,100
5690,P402319,94
5691,P342230,82
5692,P392866,141
5693,P392734,136
5694,P110078,56
5695,P130199,223.1375
5696,P074404,218
5697,P433213,276
5698,P430086,288
5699,P374051,109.5
5700,P433817,221
5701,P433238,420
5702,P370756,97
5703,P020108,100.735
5704,P432347,260
5705,P130138,87.5
5706,P452032,196
5707,P472171,39.2
5708,P460038,-24.05
5709,P332295,60.78636364
5710,P382527,114.9
5711,P430126,145
5712,P373097,148.9
5713,P432080,87
5714,P050036,-3
5715,P372164,49
5716,P030129,42
5717,P433468,237
5718,P432480,292
5719,P070232,203.3333333
5720,P090357,60.5
5721,P070724,214
5722,P370286,65.2
5723,P372537,263
5724,P100082,109
5725,P070533,18.14285714
5726,P370444,294.9230769
5727,P433679,217
5728,P510013,108
5729,P040300,88.7
5730,P432786,361
5731,P433856,282
5732,P382286,102
5733,P382565,126
5734,P472187,-46
5735,P084367,298
5736,P460230,20
5737,P130210,219
5738,P370445,299
5739,P090508,54
5740,P090465,86.75
5741,P074295,90
5742,P070433,57
5743,P433940,163.4
5744,P392166,213
5745,P030112,61
5746,P370597,114
5747,P433356,254
5748,P432211,327
5749,P030120,70
5750,P373950,218
5751,P084418,22.33333333
5752,P400116,-54.3
5753,P380107,13
5754,P433212,270
5755,P030135,44
5756,P372209,110
5757,P470045,-78.15
5758,P070482,186
5759,P430091,303
5760,P452055,203
5761,P373377,170
5762,P432225,198
5763,P040296,80.25
5764,P130039,120
5765,P452072,30
5766,P330085,-24.15
5767,P430413,166
5768,P432295,399.75
5769,P330122,115
5770,P482043,30
5771,P392880,-30
5772,P342198,10
5773,P370516,50
5774,P372973,24
5775,P402225,277
5776,P430492,284
5777,P070475,207
5778,P372005,-45
5779,P070280,61
5780,P390040,165
5781,P430201,292
5782,P433388,231
5783,P442013,195
5784,P074474,225
5785,P462132,130
5786,P382410,-20.1
5787,P040128,110.8037143
5788,P372857,148
5789,P372547,48
5790,P322154,126.5
5791,P100007,52.66666667
5792,P382205,4.8
5793,P382594,133
5794,P370645,-33
5795,P074283,250
5796,P402129,221.6
5797,P432307,198
5798,P100819,270
5799,P320002,111
5800,P422050,272
5801,P373735,175
5802,P110023,33
5803,P010106,-53
5804,P392082,250
5805,P432733,384
5806,P372829,245
5807,P110058,20
5808,P430376,311
5809,P432094,265
5810,P430103,244
5811,P020083,-38
5812,P074294,76
5813,P200016,108.5
5814,P402414,104.6
5815,P373321,215
5816,P433008,245
5817,P372812,-81
5818,P322044,198.85
5819,P434034,190
5820,P040060,-45.00714286
5821,P370522,-3.75
5822,P432750,264.38
5823,P434053,217
5824,P433065,155
5825,P460053,-76
5826,P090044,-52
5827,P370120,278
5828,P322157,128.3333333
5829,P044522,102
5830,P090529,162
5831,P432553,141
5832,P432928,320.8
5833,P322010,132.9
5834,P432501,157
5835,P512145,105.7
5836,P134462,236
5837,P020156,159
5838,P372043,230
5839,P070397,75
5840,P134413,288
5841,P030023,-62.15
5842,P090046,19
5843,P100117,157
5844,P430145,272
5845,P370733,230
5846,P432602,233
5847,P432429,219
5848,P433787,223
5849,P432093,274
5850,P180015,52
5851,P372313,159
5852,P470027,-58
5853,P070267,70
5854,P372544,57
5855,P380098,-10
5856,P433948,169
5857,P370551,260
5858,P090061,142.4625
5859,P070588,180
5860,P030122,115
5861,P030198,198.3
5862,P373651,169
5863,P402436,146.4
5864,P170050,-62
5865,P372046,-35
5866,P510029,221
5867,P332013,200
5868,P372117,160
5869,P372240,225.5
5870,P373361,165
5871,P370432,175
5872,P433676,207
5873,P160107,-11
5874,P370808,352
5875,P100157,107
5876,P433643,368
5878,P070402,112
5879,P130150,240
5880,P432374,253.85
5881,P370449,301
5882,P372870,15
5883,P090066,282.5
5884,P373470,50
5885,P430080,324
5886,P370001,-71
5887,P372029,195
5888,P070064,-65.29545455
5889,P130165,276
5890,P373932,102
